,2020 Q3,2020 YE,2021 Q1,2021 Q2,2021 Q3,2021 YE,2022 Q1,2022 Q2,2022 Q3,2022 YE,2023 Q1,2023 Q2,2023 Q3,2023 YE,2024 Q1,2024 Q2,2024 Q3,2024 YE,2025 Q1,2025 Q2,FHR Delta Qtr,FHR Delta An,Period End*,Period End Date,Current FHR,Simulated FHR,PD (%),Data Source,Group,Group Classification,Parent ID,Supplier Number,Key
670,77,82,84,88,88,86,85,80,78,82,82,78,77,76,76,76,,,,,0,-2,"2024, Q2",6/30/2024 0:00,76,76,0.0132,Public,F3,Auto,P889628,91090,
671,77,82,84,88,88,86,85,80,78,82,82,78,77,76,76,76,,,,,0,-2,"2024, Q2",6/30/2024 0:00,76,76,0.0132,Public,F3,Auto,P889628,520520,
672,77,82,84,88,88,86,85,80,78,82,82,78,77,76,76,76,,,,,0,-2,"2024, Q2",6/30/2024 0:00,76,76,0.0132,Public,"A1, PU",Auto,P889628,121330,
675,77,82,84,88,88,86,85,80,78,82,82,78,77,76,76,76,,,,,0,-2,"2024, Q2",6/30/2024 0:00,76,76,0.0132,Public,PU,Auto,P889628,593293,
673,77,82,84,88,88,86,85,80,78,82,82,78,77,76,76,76,,,,,0,-2,"2024, Q2",6/30/2024 0:00,76,76,0.0132,Public,PU,Auto,P889628,580059,
678,,,,,,,,,,22,,,,32,,,,83,,,,51,"2024, YE",3/31/2024 0:00,83,83,0.0041,FHRx,"A2, A3, F2",Auto,P374158,121990,234
684,67,68,57,54,54,52,50,47,52,54,53,52,52,56,53,51,,,,,-2,-1,"2024, Q2",6/30/2024 0:00,51,51,0.2693,Public,F0,Auto,P837301,507111,89
687,32,32,33,28,27,25,24,25,25,23,25,27,29,36,36,33,,,,,-3,6,"2024, Q2",6/30/2024 0:00,33,34,2.0101,Public,"Electrification, A3",Auto,P785636,591457,308
688,32,32,33,28,27,25,24,25,25,23,25,27,29,36,36,33,,,,,-3,6,"2024, Q2",6/30/2024 0:00,33,34,2.0101,Public,"Electrification, A3",Auto,P785636,591457,308
689,,,,,,32,,,,31,,34,,58,,,,,,,,27,"2023, YE",12/31/2023 0:00,58,58,0.1253,FHRx,A2,Auto,P330209,511466,273
692,,37,,,30,31,,47,54,45,,48,,53,,,,,,,,8,"2023, YE",12/31/2023 0:00,53,53,0.2168,FHRx,A1,Auto,P0,517369,158
693,,,,,,26,,,,31,,55,,92,,,,,,,,61,"2023, YE",12/31/2023 0:00,92,92,0.001,FHRx,"A1, HDM A1",Auto,P661778,132180,271
700,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,"F2, HDM A2",Auto,P666338,502963,21
695,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,"A2, F3, HDM A2",Auto,P666338,51109,
696,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,"A1, HDM F1",Auto,P666338,121150,
699,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,"A2, A3, F2",Auto,P666338,231420,
704,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,"F0, HDM F0",Auto,P666338,518204,
703,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,A1,Auto,P666338,510549,
701,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,A2,Auto,P666338,504275,
706,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,F2,Auto,P666338,577941,
697,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,A3,Auto,P666338,161742,
702,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,F2,Auto,P666338,507132,
698,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,"A2, F2",Auto,P666338,201735,
708,61,70,74,86,83,80,74,67,70,66,66,65,68,70,67,68,,,,,1,3,"2024, Q2",6/30/2024 0:00,68,75,0.039,Public,F0,Auto,P666338,583937,
712,,45,,,,36,,27,,29,,36,,40,,40,,,,,,4,"2024, Q2",6/30/2024 0:00,40,40,0.8948,FHRx,A3,Auto,P465948,512392,147
718,,45,,,,36,,27,,29,,36,,40,,40,,,,,,4,"2024, Q2",6/30/2024 0:00,40,40,0.8948,FHRx,"A1, F0, F2",Auto,P465948,595242,
711,,45,,,,36,,27,,29,,36,,40,,40,,,,,,4,"2024, Q2",6/30/2024 0:00,40,40,0.8948,FHRx,"A3, HDM F1",Auto,P465948,502350,
713,,45,,,,36,,27,,29,,36,,40,,40,,,,,,4,"2024, Q2",6/30/2024 0:00,40,40,0.8948,FHRx,A3,Auto,P465948,517582,
717,,45,,,,36,,27,,29,,36,,40,,40,,,,,,4,"2024, Q2",6/30/2024 0:00,40,40,0.8948,FHRx,GEN 2,Auto,P465948,589193,
710,,45,,,,36,,27,,29,,36,,40,,40,,,,,,4,"2024, Q2",6/30/2024 0:00,40,40,0.8948,FHRx,"A1, F3, HDM F1",Auto,P465948,201430,
715,,45,,,,36,,27,,29,,36,,40,,40,,,,,,4,"2024, Q2",6/30/2024 0:00,40,40,0.8948,FHRx,"A1, HDM F1",Auto,P465948,580039,
719,40,42,41,53,39,37,35,38,40,45,47,51,53,49,48,47,,,,,-1,-4,"2024, Q2",6/30/2024 0:00,47,52,0.4149,Public,"A2, F1",Auto,P908672,516148,
720,40,42,41,53,39,37,35,38,40,45,47,51,53,49,48,47,,,,,-1,-4,"2024, Q2",6/30/2024 0:00,47,52,0.4149,Public,"A2, HDM A2",Auto,P908672,519037,
726,31,32,,49,,44,,47,,33,,25,,28,27,,,,,,-1,,"2024, Q1",3/31/2024 0:00,27,27,4.2678,FHRx,"F3, HDM F3",Auto,P321640,502476P,
723,31,32,,49,,44,,47,,33,,25,,28,27,,,,,,-1,,"2024, Q1",3/31/2024 0:00,27,27,4.2678,FHRx,"F3, HDM F3",Auto,P321640,502476,
731,36,40,27,48,53,37,,,,75,,,,78,,,,,,,,3,"2023, YE",12/31/2023 0:00,78,78,0.0097,FHRx,A2,Auto,P493158,508818,251
730,36,40,27,48,53,37,,,,75,,,,78,,,,,,,,3,"2023, YE",12/31/2023 0:00,78,78,0.0097,FHRx,"A2, HDM A2",Auto,P493158,250221,
728,36,40,27,48,53,37,,,,75,,,,78,,,,,,,,3,"2023, YE",12/31/2023 0:00,78,78,0.0097,FHRx,A2,Auto,P493158,13007,
729,36,40,27,48,53,37,,,,75,,,,78,,,,,,,,3,"2023, YE",12/31/2023 0:00,78,78,0.0097,FHRx,A2,Auto,P493158,131760,
733,42,42,43,49,46,38,36,39,44,49,47,51,37,38,40,43,,,,,3,-8,"2024, Q2",6/30/2024 0:00,43,43,0.6416,Public,A2,Auto,P318160,33313,
734,,24,,,,29,,27,,20,,20,,19,19,,,,,,0,,"2024, Q1",3/31/2024 0:00,19,19,13.2796,FHRx,A2,Auto,P495003,521386,
735,,,,,,,,,,26,,,,34,32,28,,,,,-4,,"2024, Q2",6/30/2024 0:00,28,28,3.7449,FHRx,"A2, HDM A2",Auto,P403234,210540,
736,,,,,,,,,,26,,,,34,32,28,,,,,-4,,"2024, Q2",6/30/2024 0:00,28,28,3.7449,FHRx,A2,Auto,P403234,519197,210
743,57,53,52,47,46,40,42,42,41,50,40,39,39,40,38,38,38,39,38,,-1,0,"2025, Q1",6/30/2024 0:00,38,38,1.1216,Public,A3,Auto,P549245,580417P,214
744,50,48,,,,48,,,,36,,,,30,,,,,,,,-6,"2023, YE",12/31/2023 0:00,30,30,2.9043,FHRx,A3,Auto,P549245,580417,225
752,69,76,75,73,,63,77,79,83,88,,,88,87,,,,,,,-1,-1,"2023, YE",12/31/2023 0:00,87,87,0.0017,FHRx,"A3, F3",Auto,P989042,511895,260
758,,82,,,,64,,,,40,35,32,,31,33,,,,,,2,-2,"2024, Q1",3/31/2024 0:00,33,33,2.0101,FHRx,A1,Auto,P0,582481,130
761,,67,,,,53,,,,54,,,,73,,,,,,,,19,"2023, YE",12/31/2023 0:00,73,73,0.0203,FHRx,A3,Auto,P0,515009,244
762,96,95,,,,59,,,,57,,30,,27,,,29,,,,,,"2024, Q3",7/31/2024 0:00,29,57,3.2935,FHRx,A3,Auto,P116405,588963,
765,96,95,,,95,97,,96,,96,,,,97,,,,,,,,1,"2023, YE",12/31/2023 0:00,97,97,0.001,FHRx,A1,Auto,P0,132838,
767,,,,,,,,,,13,,13,,13,,17,,,,,,4,"2024, Q2",6/30/2024 0:00,17,17,18.111,FHRx,HDM F2,Auto,P232091,515604,231
768,49,52,48,47,46,47,49,53,52,57,50,49,48,52,49,46,46,46,45,,-1,-4,"2025, Q1",6/30/2024 0:00,45,45,0.5158,Public,CommonAuto,Auto,P382827,577033,
770,49,52,48,47,46,47,49,53,52,57,50,49,48,52,49,46,46,46,45,,-1,-4,"2025, Q1",6/30/2024 0:00,45,45,0.5158,Public,HDM F0,Auto,P382827,519666,
772,43,34,32,36,38,45,59,57,45,43,39,39,48,48,53,57,65,60,71,,11,18,"2025, Q1",6/30/2024 0:00,71,75,0.0266,Public,"A1, F0, F2, HDM F1",Auto,P629451,032380P,93
779,59,63,56,59,60,64,66,66,62,60,56,55,53,56,56,59,58,62,63,,1,7,"2025, Q1",6/30/2024 0:00,63,63,0.0711,Public,"A1, F0, F2, GEN 2, HDM F1",Auto,P107189,132070,
784,37,31,27,27,27,35,36,38,38,46,41,45,41,43,42,42,43,53,51,,-2,9,"2025, Q1",6/30/2024 0:00,51,51,0.2693,Public,A1,Auto,P855797,520028,41
785,31,30,29,32,32,32,34,33,46,52,47,51,49,53,51,51,49,48,48,,0,-3,"2025, Q1",6/30/2024 0:00,48,52,0.3724,Public,"F3, CommonAuto",Auto,P810282,180330,103
787,31,30,29,32,32,32,34,33,46,52,47,51,49,53,51,51,49,48,48,,0,-3,"2025, Q1",6/30/2024 0:00,48,52,0.3724,Public,F3,Auto,P810282,500312,
789,74,74,74,73,73,74,74,74,75,75,75,76,77,74,74,73,73,74,76,,2,2,"2025, Q1",6/30/2024 0:00,76,76,0.0132,Public,A1,Auto,P299121,131720,
794,45,42,43,50,42,62,73,73,73,70,69,66,59,45,33,34,36,57,71,,14,38,"2025, Q1",6/30/2024 0:00,71,73,0.0266,Public,"A3, F2, HDM F2",Auto,P927404,131820,54
798,93,91,91,,,76,,,,93,,94,,96,,,,,,,,3,"2023, YE",11/30/2023 0:00,96,96,0.001,FHRx,A1,Auto,P0,511673,174
801,54,53,50,50,53,51,53,54,51,53,51,50,51,50,50,51,52,53,54,,1,4,"2025, Q1",6/30/2024 0:00,54,56,0.1945,Public,"A2, A3, F2, HDM A3",Auto,P374158,070740P,132
802,54,53,50,50,53,51,53,54,51,53,51,50,51,50,50,51,52,53,54,,1,4,"2025, Q1",6/30/2024 0:00,54,56,0.1945,Public,"A2, A3, F2",Auto,P374158,121990P,
803,54,53,50,50,53,51,53,54,51,53,51,50,51,50,50,51,52,53,54,,1,4,"2025, Q1",6/30/2024 0:00,54,56,0.1945,Public,"A2, A3, F2",Auto,P374158,504856P,
805,,,,,,,,,,37,,,,23,,22,,24,,,,1,"2024, YE",3/31/2024 0:00,24,24,6.4025,FHRx,"A2, A3, F2",Auto,P374158,504856,288
804,,,,,,,,,,37,,,,23,,22,,24,,,,1,"2024, YE",3/31/2024 0:00,24,24,6.4025,FHRx,"A2, A3, F2",Auto,P374158,504856,288
806,,53,,86,,80,,,,39,42,,,82,,,,,,,,43,"2023, YE",12/31/2023 0:00,82,82,0.0049,FHRx,"A2, GEN 2",Auto,P0,586327,187
808,,64,,,,62,,,,62,,,,62,,,,,,,,0,"2023, YE",12/31/2023 0:00,62,62,0.0798,FHRx,F3,Auto,P0,519139,
811,86,88,85,82,83,85,88,88,87,85,85,85,85,88,88,88,89,88,88,,0,0,"2025, Q1",6/30/2024 0:00,88,88,0.0014,Public,"F2, HDM F2",Auto,P413962,507535P,204
812,,,,,,,,,,56,,,,75,,,,,,,,19,"2023, YE",12/31/2023 0:00,75,75,0.0153,FHRx,"F2, HDM F2",Auto,P413962,507535,291
814,85,81,71,69,72,76,87,89,87,81,79,77,72,69,73,74,78,82,82,,0,9,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,"PU, HDM A2",Auto,P336948,503103,
816,,,,,,51,,,,37,,,,44,,43,,61,,,,17,"2024, YE",3/31/2024 0:00,61,61,0.0895,FHRx,"A1, F3, HDM A1",Auto,P706627,500499,
817,,,,,,,,,,59,,,,81,,,,84,,,,3,"2024, YE",3/31/2024 0:00,84,84,0.0034,FHRx,"PU, HDM A1",Auto,P706627,519204,256
818,,,,,,,,,,25,,,,28,32,,,61,,,,33,"2024, YE",3/31/2024 0:00,61,61,0.0895,FHRx,"A1, PU, HDM A1",Auto,P706627,201170,283
821,61,39,32,40,41,60,69,63,58,53,49,51,50,48,52,54,63,60,65,,,13,"2025, Q1",6/30/2024 0:00,65,68,0.0562,Public,"A1, F3, HDM A1",Auto,P706627,500499P,
822,61,39,32,40,41,60,69,63,58,53,49,51,50,48,52,54,63,60,65,,,13,"2025, Q1",6/30/2024 0:00,65,68,0.0562,Public,"PU, HDM A1",Auto,P706627,519204P,
820,61,39,32,40,41,60,69,63,58,53,49,51,50,48,52,54,63,60,65,,,13,"2025, Q1",6/30/2024 0:00,65,68,0.0562,Public,"A1, PU, HDM A1",Auto,P706627,201170P,
823,42,45,44,48,49,52,52,53,52,48,47,46,44,43,42,43,,,,,1,-3,"2024, Q2",5/31/2024 0:00,43,43,0.6416,Public,PU,Auto,P478677,519769,74
826,22,22,37,25,20,16,,,,17,17,23,29,38,35,,,,,,-3,18,"2024, Q1",3/31/2024 0:00,35,35,1.5853,FHRx,"A2, A3, F2",Auto,P721593,140320,257
829,,58,,,,41,,,,39,,38,,42,,,,,,,,3,"2023, YE",12/31/2023 0:00,42,42,0.7165,FHRx,A1,Auto,P387114,586430,
827,,58,,,,41,,,,39,,38,,42,,,,,,,,3,"2023, YE",12/31/2023 0:00,42,42,0.7165,FHRx,A1,Auto,P387114,520326,
832,,,,,,,,,,12,,,,14,,14,,18,,,,4,"2024, YE",3/31/2024 0:00,18,18,15.489,FHRx,F3,Auto,P895034,132280,326
834,,71,,,,,,,,31,,,,46,,,,79,,,,33,"2024, YE",3/31/2024 0:00,79,79,0.0083,FHRx,"F0, HDM F0",Auto,P735124,140480,
836,,66,,,65,67,,45,,35,,36,38,40,,,,,,,2,5,"2023, YE",12/31/2023 0:00,40,40,0.8948,FHRx,"A2, F2, F3",Auto,P630449,519025,280
837,,44,,,64,42,,,,42,,,,52,,,,,,,,10,"2023, YE",12/31/2023 0:00,52,52,0.2416,FHRx,CommonAuto,Auto,P630449,505075,284
839,,64,,,42,40,,31,,57,,,,71,,,,,,,,14,"2023, YE",12/31/2023 0:00,71,71,0.0266,FHRx,"A1, A2, F2, F3, HDM A2",Auto,P630449,140550,277
841,,,,,,,,,,14,,,,15,,11,,13,,,,-2,"2024, YE",3/31/2024 0:00,13,13,34.199,FHRx,F3,Auto,P895034,509388,324
845,58,69,59,47,61,64,74,76,74,73,77,80,79,71,70,70,70,82,84,,2,14,"2025, Q1",6/30/2024 0:00,84,85,0.0034,Public,F3,Auto,P895034,132280P,
842,58,69,59,47,61,64,74,76,74,73,77,80,79,71,70,70,70,82,84,,2,14,"2025, Q1",6/30/2024 0:00,84,85,0.0034,Public,A1,Auto,P895034,509388P,
846,58,69,59,47,61,64,74,76,74,73,77,80,79,71,70,70,70,82,84,,2,14,"2025, Q1",6/30/2024 0:00,84,85,0.0034,Public,"A1, HDM A1",Auto,P895034,203750,
849,,15,,,,,,,,12,,,,15,,,,17,,,,2,"2024, YE",3/31/2024 0:00,17,17,18.111,FHRx,A1,Auto,P895034,580698,327
852,72,68,69,74,76,80,78,78,78,80,80,81,81,83,83,83,,,,,0,2,"2024, Q2",6/30/2024 0:00,83,83,0.0041,Public,"A3, F3, HDM F3",Auto,P398360,140858,182
851,72,68,69,74,76,80,78,78,78,80,80,81,81,83,83,83,,,,,0,2,"2024, Q2",6/30/2024 0:00,83,83,0.0041,Public,"F3, HDM F3",Auto,P398360,140450,
854,43,46,37,46,48,55,56,54,52,50,48,48,46,41,44,43,44,50,48,,-2,4,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,"F0, HDM F0",Auto,P439940,140823P,
855,43,46,37,46,48,55,56,54,52,50,48,48,46,41,44,43,44,50,48,,-2,4,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,"F0, F2, HDM F2",Auto,P439940,150792,
856,43,46,37,46,48,55,56,54,52,50,48,48,46,41,44,43,44,50,48,,-2,4,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,"A1, PU, HDM F1",Auto,P439940,577326,
858,,82,,,,,,63,,62,,,,85,,,,53,,,,-32,"2024, YE",3/31/2024 0:00,53,53,0.2168,FHRx,"F0, HDM F0",Auto,P439940,140823,
860,88,87,89,86,87,88,90,91,91,88,88,87,88,88,90,90,90,87,88,,1,-2,"2025, Q1",6/30/2024 0:00,88,92,0.0014,Public,"A1, A3, F2, F3, GEN 2, HDM A3",Auto,P389851,90490,
862,78,78,76,76,76,78,80,81,80,78,78,78,78,79,78,78,78,79,80,,,2,"2025, Q1",6/30/2024 0:00,80,80,0.007,Public,PU,Auto,P242085,200190,
864,74,65,53,47,46,41,47,42,39,33,32,32,31,36,36,36,43,56,58,,2,22,"2025, Q1",6/30/2024 0:00,58,58,0.1253,Public,"A2, A3, F2",Auto,P366315,140320P,145
869,79,79,79,79,81,79,82,82,80,80,80,78,78,78,79,80,79,78,75,,-3,-4,"2025, Q1",6/30/2024 0:00,75,75,0.0153,Public,F3,Auto,P185927,591527,129
870,85,83,84,85,84,77,80,75,76,74,72,73,73,73,76,74,,,,,-2,1,"2024, Q2",6/30/2024 0:00,74,74,0.0177,Public,A3,Auto,P551608,578384,117
872,34,42,44,53,43,35,36,31,34,39,41,45,47,48,55,56,,,,,,11,"2024, Q2",6/30/2024 0:00,56,56,0.1563,Public,"A3, HDM F0",Auto,P718841,200820P,106
871,34,42,44,53,43,35,36,31,34,39,41,45,47,48,55,56,,,,,,11,"2024, Q2",6/30/2024 0:00,56,56,0.1563,Public,A3,Auto,P718841,081456P,
878,59,54,53,53,54,53,54,55,53,56,52,48,45,46,45,46,49,50,50,,0,5,"2025, Q1",6/30/2024 0:00,50,51,0.3,Public,A0,Auto,P932923,578035P,
880,53,54,47,36,38,40,58,67,66,66,65,64,62,64,68,,,,,,,3,"2024, Q1",6/30/2023 0:00,68,68,0.039,Public,"A1, HDM A1",Auto,P891890,141820,92
882,67,63,56,51,54,59,65,61,51,42,41,40,51,52,60,71,74,76,75,,-1,15,"2025, Q1",6/30/2024 0:00,75,75,0.0153,Public,"F0, HDM F0",Auto,P735124,140480P,
884,28,25,22,22,23,23,24,25,25,27,26,23,21,23,22,30,30,25,23,,-2,1,"2025, Q1",6/30/2024 0:00,23,23,7.3713,Public,"F2, HDM F2",Auto,P750271,210721,62
886,,34,32,30,34,42,48,61,69,72,70,70,69,69,61,61,60,64,59,,-5,-2,"2025, Q1",6/30/2024 0:00,59,62,0.1121,Public,A1,Auto,P969376,91080,42
889,,61,,76,,59,,73,,74,,,,62,,,,,,,,-12,"2023, YE",12/31/2023 0:00,62,62,0.0798,FHRx,A1,Auto,P0,517838,235
890,43,45,37,39,40,36,,,,24,,13,,22,57,,,,,,35,,"2024, Q1",3/31/2024 0:00,57,57,0.14,FHRx,"F2, HDM F2",Auto,P311455,140470,242
891,82,80,74,69,70,73,78,78,75,65,56,50,48,53,59,62,71,76,,,5,23,"2024, YE",3/31/2024 0:00,76,78,0.0132,Public,"F2, HDM F2",Auto,P250737,140470P,156
893,,25,,,,31,,,,26,,,,24,,24,,57,,,,33,"2024, YE",1/31/2024 0:00,57,57,0.14,FHRx,"A2, A3",Auto,P745742,120690,227
894,,26,,26,,25,,32,,27,,27,,25,,26,,37,41,,4,,"2025, Q1",4/30/2024 0:00,41,41,0.8004,FHRx,"A2, A3",Auto,P745742,120690P,247
900,81,82,,,80,81,85,87,87,85,88,89,89,88,88,88,89,90,90,,0,2,"2025, Q1",6/30/2024 0:00,90,90,0.001,Public,HDM A1,Auto,P112482,521740,53
899,81,82,,,80,81,85,87,87,85,88,89,89,88,88,88,89,90,90,,0,2,"2025, Q1",6/30/2024 0:00,90,90,0.001,Public,"A1, HDM F1",Auto,P112482,142100,
901,73,73,72,72,72,72,72,74,75,75,74,74,74,76,75,75,75,74,74,,,-1,"2025, Q1",6/30/2024 0:00,74,74,0.0177,Public,"A1, HDM A1",Auto,P332568,210610P,112
902,,,,,,53,,,73,74,71,69,69,70,71,74,76,72,68,,,-3,"2025, Q1",6/30/2024 0:00,68,68,0.039,Public,"A1, HDM A1",Auto,P332568,210610,107
903,79,80,80,79,82,84,85,87,87,87,85,86,88,88,85,83,84,86,86,,0,1,"2025, Q1",6/30/2024 0:00,86,86,0.0022,Public,"A3, HDM A3",Auto,P942607,161395,46
907,54,55,53,52,53,57,69,74,72,72,72,71,72,64,65,63,64,67,72,,5,7,"2025, Q1",6/30/2024 0:00,72,79,0.0233,Public,A1,Auto,P382054,521771P,
908,62,60,66,80,81,79,76,71,66,68,63,64,74,75,76,76,,,,,0,12,"2024, Q2",6/30/2024 0:00,76,76,0.0132,Public,A1,Auto,P898479,505067,83
911,,26,,29,,23,22,23,33,32,24,25,,42,,,,,,,,10,"2023, YE",12/31/2023 0:00,42,42,0.7165,FHRx,"A1, HDM F1",Auto,P957075,511643,
910,,26,,29,,23,22,23,33,32,24,25,,42,,,,,,,,10,"2023, YE",12/31/2023 0:00,42,42,0.7165,FHRx,A1,Auto,P957075,12533,
912,,57,,,,67,,,,86,86,88,89,90,90,90,89,86,85,,-1,-5,"2025, Q1",6/30/2024 0:00,85,85,0.0027,Public,A3,Auto,P189864,579773,197
915,56,55,41,41,41,45,51,51,49,47,49,50,51,49,53,53,52,35,37,,2,-16,"2025, Q1",6/30/2024 0:00,37,37,1.257,Public,"F3, PU, HDM F3",Auto,P159885,140904,
914,56,55,41,41,41,45,51,51,49,47,49,50,51,49,53,53,52,35,37,,2,-16,"2025, Q1",6/30/2024 0:00,37,37,1.257,Public,"F3, HDM F3",Auto,P159885,140650,
918,30,27,26,25,27,32,37,37,31,31,29,31,35,34,36,38,39,38,38,,0,2,"2025, Q1",6/30/2024 0:00,38,39,1.1216,Public,"A1, F3, PU, HDM F3",Auto,P425648,140660,
926,41,29,17,,20,,,,,20,,,,34,36,,,69,,,,35,"2024, YE",3/31/2024 0:00,69,69,0.0344,FHRx,A1,Auto,P205899,521771,
929,,,,,,,,,,,,,,,30,,,,,,,,"2024, Q1",3/31/2024 0:00,30,30,2.9043,FHRx,"A2, A3, F2, HDM A3",Auto,P373394,090200P,
932,,82,,71,,33,35,40,,58,55,,39,37,34,,,,,,-3,-21,"2024, Q1",3/31/2024 0:00,34,34,1.784,FHRx,HDM A3,Auto,P0,521215,188
931,,82,,71,,33,35,40,,58,55,,39,37,34,,,,,,-3,-21,"2024, Q1",3/31/2024 0:00,34,34,1.784,FHRx,A3,Auto,P0,140901,
936,90,89,88,86,85,85,86,88,87,85,84,83,83,82,79,78,77,82,82,,0,3,"2025, Q1",6/30/2024 0:00,82,82,0.0049,Public,"A1, HDM A1",Auto,P490107,60670,
940,75,76,76,76,75,72,73,74,74,76,76,75,76,77,78,79,79,78,80,,2,2,"2025, Q1",6/30/2024 0:00,80,81,0.007,Public,"F3, HDM F3",Auto,P899095,150708,
943,,,,,,54,,,,55,,,,,,,,,,,,1,"2022, YE",12/31/2022 0:00,55,55,0.1744,FHRx,"Electrification, F1",Auto,P0,583567,268
944,,,,,,54,,,,55,,,,,,,,,,,,1,"2022, YE",12/31/2022 0:00,55,55,0.1744,FHRx,"Electrification, F1",Auto,P0,583567,268
947,81,79,82,81,82,82,84,84,84,71,76,75,77,71,74,69,47,43,42,,-1,-32,"2025, Q1",6/30/2024 0:00,42,42,0.7165,Public,"F2, HDM F2",Auto,P431023,588900,
951,,,,,,74,,,,41,,86,,87,,,,,,,,46,"2023, YE",9/30/2023 0:00,87,87,0.0017,FHRx,"A1, PU, HDM A1",Auto,P0,500939,
953,,78,,,,66,,,,72,,,,83,,,,,,,,11,"2023, YE",12/31/2023 0:00,83,83,0.0041,FHRx,A1,Auto,P0,150600,
955,28,30,,,,28,,,,30,,,,,,,,,,,,2,"2022, YE",12/31/2022 0:00,30,30,2.9043,FHRx,"F3, HDM A2",Auto,P673611,151520,328
957,63,51,50,55,58,67,71,79,81,82,80,80,80,80,82,81,,,,,-1,1,"2024, Q2",6/30/2024 0:00,81,81,0.0059,Public,"A2, F2, F3, HDM A2",Auto,P375711,021320P,14
960,63,51,50,55,58,67,71,79,81,82,80,80,80,80,82,81,,,,,-1,1,"2024, Q2",6/30/2024 0:00,81,81,0.0059,Public,"A2, HDM A2",Auto,P375711,520020,
961,79,76,66,67,72,76,82,81,81,78,77,77,76,76,78,81,81,78,79,,1,1,"2025, Q1",6/30/2024 0:00,79,85,0.0083,Public,"A1, F3, HDM F0",Auto,P212060,510256,150
971,50,48,41,41,44,48,52,44,42,44,43,46,45,47,49,49,52,51,48,,-3,-1,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,PU,Auto,P574123,591674,140
970,50,48,41,41,44,48,52,44,42,44,43,46,45,47,49,49,52,51,48,,-3,-1,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,PU,Auto,P574123,591655,
968,50,48,41,41,44,48,52,44,42,44,43,46,45,47,49,49,52,51,48,,-3,-1,"2025, Q1",6/30/2024 0:00,48,48,0.3724,Public,"A1, F0, HDM F0",Auto,P574123,160610,
972,48,48,50,47,37,34,35,34,34,37,40,43,49,58,60,61,,,,,1,18,"2024, Q2",6/30/2024 0:00,61,61,0.0895,Public,"F2, HDM F3",Auto,P457285,511897,12
976,64,65,66,70,71,74,73,69,68,64,58,57,60,63,63,66,67,68,,,1,5,"2024, YE",6/30/2024 0:00,68,69,0.039,Public,CommonAuto,Auto,P658210,519118,
987,57,64,49,58,53,66,42,43,46,49,,55,,55,,,,,,,,6,"2023, YE",9/30/2023 0:00,55,55,0.1744,FHRx,A2,Auto,P0,519652,
995,,80,,88,,88,,82,,85,,84,,55,,27,,,,,,-57,"2024, Q2",6/30/2024 0:00,27,27,4.2678,Public,A1,Auto,P318484,520424,127
996,89,87,89,88,87,87,87,88,87,86,85,84,84,84,83,84,84,85,84,,-1,1,"2025, Q1",6/30/2024 0:00,84,84,0.0034,Public,"A3, HDM A3",Auto,P365379,161400,118
997,,,,,,66,,,,56,,,,48,60,,,62,,,,14,"2024, YE",3/31/2024 0:00,62,62,0.0798,FHRx,"F0, HDM F0",Auto,P793437,161020,189
998,34,39,,40,,44,,45,,50,,47,,52,,47,,,,,,0,"2024, Q2",6/30/2024 0:00,47,50,0.4149,Public,"A1, F3",Auto,P178180,583863,39
1000,,76,,71,,42,,,,61,64,,,73,,,,,,,,12,"2023, YE",12/31/2023 0:00,73,73,0.0203,FHRx,A3,Auto,P891890,090923P,183
